sentence,source,class
"It has everything you could want... suspense, drama, comedy, confusing subplots, native americans, brain eating... If you're looking for the be-all, end-all of brainsucking movies, look no further.  ",imdb,positive
""" With great sound effects, and impressive special effects, I can't recommend this movie enough.  ",imdb,positive
"Call me a nut, but I think this is one of the best movies ever.  ",imdb,positive
Great character actors Telly Savalas and Peter Boyle.  ,imdb,positive
"1 hour 54 minutes of sheer tedium, melodrama and horrible acting, a mess of a script, and a sinking feeling of GOOD LORD, WHAT WERE THEY THINKING?  ",imdb,negative
Lots of holes in the script.  ,imdb,negative
It's like a bad two hour TV movie.  ,imdb,negative
Now imagine that every single one of those decisions was made wrong.  ,imdb,negative
The dialogue is atrocious.  ,imdb,negative
The acting is beyond abysmal.  ,imdb,negative
Everything stinks.  ,imdb,negative
"Trouble is, the writing and directing make it impossible to establish those things that make a movie watchable, like character, story, theme and so on.  ",imdb,negative
"Worse, there's an incredibly weak sub-plot thrown in that follows a little band of latter-day Mansonites as they go after a reporter who's working on a story on the anniversary of the killings.  ",imdb,negative
"It's dumb and pointless, and a complete waste of time.  ",imdb,negative
"In short, don't bother with this movie.  ",imdb,negative
"I won't spoil it, but the ending in pretty amazing.  ",imdb,positive
"The best scene in the movie is at the end, but I won't spoil it.  ",imdb,positive
"If there was ever an indication of a writer and a director's ability to meld two highly volatile temperaments into a seamless union of creativity, then this is it!  ",imdb,positive
"The result is a powerhouse achievement, made more timely now perhaps because of our culture's disturbing fascination with celebrity, and it's distorted interpretations of fame.  ",imdb,positive
A film not easily forgotten.  ,imdb,positive
"But, Kevin Spacey is an excellent, verbal tsunami as Buddy Ackerman  and totally believable because he is a great actor.  ",imdb,positive
The scripting of the subtle comedy is unmatched by any movie in recent years.  ,imdb,positive
"The characters are interesting, even if a bit predictable.  ",imdb,positive
"Highly recommended for all ages, although the younger set will probably not appreciate some of the more subtle references, they will certainly appreciate one galley scene in particular!  ",imdb,positive
Great movie!  ,imdb,positive
Also the story and acting were weak.  ,imdb,negative
"At around 4 pm I bought it, at around 8pm I started to watch, at around 8.15pm I fast forwarded the remaining film to see if there was anything left watchable for a human being with a brain... but there wasn't.  ",imdb,negative
"Either way, it sucks.  ",imdb,negative
The script is horrendously stupid.  ,imdb,negative
The story starts too fast with absolutely no suspense or build-up in the slightest.  ,imdb,negative
Everything Captain Howdy says is either laughable or just plain stupid.  ,imdb,negative
What the hell kind of crap is that?!  ,imdb,negative
"Then, there's the plot holes.  ",imdb,negative
You could drive a semi truck into these holes!  ,imdb,negative
Linda Cardellini is the only thing good in this film.  ,imdb,positive
She's poised and amazing.  ,imdb,positive
Dee Snider just plain sucks.  ,imdb,negative
"He can't act (one of the least scary villains I have ever seen), he can't write (did he write this damn movie in his sleep?  ",imdb,negative
I was bored throughout the whole damn thing.  ,imdb,negative
"The acting sucks, the music sucks, the script sucks, the pacing sucks, the special FX suck, the directing sucks... basically, this movie sucks.  ",imdb,negative
This film tries to be a serious and sophisticated thriller/horror flick and it fails miserably.  ,imdb,negative
This is probably one of the least effective and utterly unoriginal films I have ever seen in my entire life.  ,imdb,negative
A piece of cinematic garbage captured on celluloid.  ,imdb,negative
Avoid at any and all costs.  ,imdb,negative
"At any rate this film stinks, its not funny, and Fulci should have stayed with giallo and supernatural zombie movies.  ",imdb,negative
Avoid this film at all costs.  ,imdb,negative
"I don't know what happened in Season Five, what a mess.  ",imdb,negative
The only consistent thread holding the series together were the amazing performances of Leni Parker and Anita LaSelva as the two Taelons in quiet idealogical conflict.  ,imdb,negative
Now this is a movie I really dislike.  ,imdb,negative
It's one of the most boring Horror movies from the 90's mainly because it starts slow and centers in a boring atmosphere.  ,imdb,negative
"The puppets look really cheesy , not in a good way like in the Puppet Master 80's flicks.  ",imdb,negative
"The story is lame, not interesting and NEVER really explains the sinister origins of the puppets.  ",imdb,negative
There aren't death scenes like in previous movies and the f/x are terrible.  ,imdb,negative
"I felt asleep the first time I watched it, so I can recommend it for insomniacs.  ",imdb,negative
"The fact is, this film is a wonderful, heartwarming tale about two people chasing their dreams.  ",imdb,positive
"The best part about ""Nurse Betty"" is it's unpredictability.  ",imdb,positive
"Director Neil LaBute uses brutal violence to seperate dreams from reality, and along with the touching drama, and hilarious comedy, you can never tell what is going to happen next.  ",imdb,positive
"Otherwise, don't even waste your time on this.  ",imdb,negative
This one just fails to create any real suspense.  ,imdb,negative
"As for the killer, don't expect anything original or even remotely frightening.  ",imdb,negative
"There is, however, some pretty good acting (at least, for this type of film).  ",imdb,positive
I'm so sorry but I really can't recommend it to anyone.  ,imdb,negative
"One of the most boring,pointless movies I have ever seen.  ",imdb,negative
The secondary plot line is incomprehensible and its relation to the primary plot line is mystifying.  ,imdb,negative
Hated it.  ,imdb,negative
This is one of the worst Sandra Bullock movie since Speed 2 But not quite that bad.  ,imdb,negative
"I don't understand how this garbage got on the shelves of the movie store, it's not even a real movie!  ",imdb,negative
I highly doubt that anyone could ever like this trash.  ,imdb,negative
This is not movie-making.  ,imdb,negative
"The acting is like watching wooden puppets moving around and reading from a book, that's how bad it is.  ",imdb,negative
"So I am here to warn you--DO NOT RENT THIS MOVIE, it is the dumbest thing you have never seen!  ",imdb,negative
I saw this short film on HBO the other day and absolutely loved it.  ,imdb,positive
I didn't realize how wonderful the short really is until the last two scenes.  ,imdb,positive
Excellent short film.  ,imdb,positive
"Hopefully, the director James Cox can turn the short into a feature length film with the same cast, or win us over with a whole new film.  ",imdb,positive
"I agree with Jessica, this movie is pretty bad.  ",imdb,negative
"Characters are one-dimensional, even the good guys and especially the bad guys.  ",imdb,negative
